start,duration,confidence,pitch,chroma
321.58484,0.22054,0.617,0.297,"F♯, G♭ (also E#)"
321.58484,0.22054,0.617,0.294,"G (also F#, A#)"
321.58484,0.22054,0.617,0.372,"G♯, A♭"
321.58484,0.22054,0.617,0.172,"A (also G#, B#)"
321.58484,0.22054,0.617,0.262,"A♯, B♭ (also C#)"
321.58484,0.22054,0.617,0.677,"B (also A#, C♭)"
321.8054,0.26721,0.658,0.734,"C (also B♯, D#)"
321.8054,0.26721,0.658,1.0,"C♯, D♭ (also B#)"
321.8054,0.26721,0.658,0.968,"D (also C#, E#)"
321.8054,0.26721,0.658,0.645,"D♯, E♭ (also F#)"
321.8054,0.26721,0.658,0.414,"E (also D#, F♭)"
321.8054,0.26721,0.658,0.631,"F (also E♯, G#)"
321.8054,0.26721,0.658,0.453,"F♯, G♭ (also E#)"
321.8054,0.26721,0.658,0.509,"G (also F#, A#)"
321.8054,0.26721,0.658,0.319,"G♯, A♭"
321.8054,0.26721,0.658,0.369,"A (also G#, B#)"
321.8054,0.26721,0.658,0.908,"A♯, B♭ (also C#)"
321.8054,0.26721,0.658,0.775,"B (also A#, C♭)"
322.0726,0.28952,0.509,0.364,"C (also B♯, D#)"
322.0726,0.28952,0.509,0.596,"C♯, D♭ (also B#)"
322.0726,0.28952,0.509,0.479,"D (also C#, E#)"
322.0726,0.28952,0.509,0.449,"D♯, E♭ (also F#)"
322.0726,0.28952,0.509,0.277,"E (also D#, F♭)"
322.0726,0.28952,0.509,1.0,"F (also E♯, G#)"
322.0726,0.28952,0.509,0.22,"F♯, G♭ (also E#)"
322.0726,0.28952,0.509,0.154,"G (also F#, A#)"
322.0726,0.28952,0.509,0.255,"G♯, A♭"
322.0726,0.28952,0.509,0.321,"A (also G#, B#)"
322.0726,0.28952,0.509,0.54,"A♯, B♭ (also C#)"
322.0726,0.28952,0.509,0.259,"B (also A#, C♭)"
322.36212,0.19193,0.282,0.885,"C (also B♯, D#)"
322.36212,0.19193,0.282,1.0,"C♯, D♭ (also B#)"
322.36212,0.19193,0.282,0.736,"D (also C#, E#)"
322.36212,0.19193,0.282,0.512,"D♯, E♭ (also F#)"
322.36212,0.19193,0.282,0.372,"E (also D#, F♭)"
322.36212,0.19193,0.282,0.845,"F (also E♯, G#)"
322.36212,0.19193,0.282,0.282,"F♯, G♭ (also E#)"
322.36212,0.19193,0.282,0.216,"G (also F#, A#)"
322.36212,0.19193,0.282,0.332,"G♯, A♭"
322.36212,0.19193,0.282,0.237,"A (also G#, B#)"
322.36212,0.19193,0.282,0.409,"A♯, B♭ (also C#)"
322.36212,0.19193,0.282,0.75,"B (also A#, C♭)"
322.55405,1.33546,0.141,0.33,"C (also B♯, D#)"
322.55405,1.33546,0.141,0.52,"C♯, D♭ (also B#)"
322.55405,1.33546,0.141,0.598,"D (also C#, E#)"
322.55405,1.33546,0.141,0.419,"D♯, E♭ (also F#)"
322.55405,1.33546,0.141,0.353,"E (also D#, F♭)"
322.55405,1.33546,0.141,0.66,"F (also E♯, G#)"
322.55405,1.33546,0.141,0.352,"F♯, G♭ (also E#)"
322.55405,1.33546,0.141,0.489,"G (also F#, A#)"
322.55405,1.33546,0.141,0.512,"G♯, A♭"
322.55405,1.33546,0.141,0.327,"A (also G#, B#)"
322.55405,1.33546,0.141,1.0,"A♯, B♭ (also C#)"
322.55405,1.33546,0.141,0.352,"B (also A#, C♭)"
323.88953,0.12177,0.112,0.719,"C (also B♯, D#)"
323.88953,0.12177,0.112,1.0,"C♯, D♭ (also B#)"
323.88953,0.12177,0.112,0.31,"D (also C#, E#)"
323.88953,0.12177,0.112,0.391,"D♯, E♭ (also F#)"
323.88953,0.12177,0.112,0.507,"E (also D#, F♭)"
323.88953,0.12177,0.112,0.495,"F (also E♯, G#)"
323.88953,0.12177,0.112,0.712,"F♯, G♭ (also E#)"
323.88953,0.12177,0.112,0.609,"G (also F#, A#)"
323.88953,0.12177,0.112,0.576,"G♯, A♭"
323.88953,0.12177,0.112,0.543,"A (also G#, B#)"
323.88953,0.12177,0.112,0.553,"A♯, B♭ (also C#)"
323.88953,0.12177,0.112,0.095,"B (also A#, C♭)"
324.0113,0.20839,0.203,0.643,"C (also B♯, D#)"
324.0113,0.20839,0.203,0.95,"C♯, D♭ (also B#)"
324.0113,0.20839,0.203,0.86,"D (also C#, E#)"
324.0113,0.20839,0.203,0.996,"D♯, E♭ (also F#)"
324.0113,0.20839,0.203,0.876,"E (also D#, F♭)"
324.0113,0.20839,0.203,0.834,"F (also E♯, G#)"
324.0113,0.20839,0.203,0.637,"F♯, G♭ (also E#)"
324.0113,0.20839,0.203,1.0,"G (also F#, A#)"
324.0113,0.20839,0.203,0.569,"G♯, A♭"
324.0113,0.20839,0.203,0.501,"A (also G#, B#)"
324.0113,0.20839,0.203,0.632,"A♯, B♭ (also C#)"
324.0113,0.20839,0.203,0.505,"B (also A#, C♭)"
324.21967,0.14023,0.082,0.947,"C (also B♯, D#)"
324.21967,0.14023,0.082,0.67,"C♯, D♭ (also B#)"
324.21967,0.14023,0.082,0.581,"D (also C#, E#)"
324.21967,0.14023,0.082,0.563,"D♯, E♭ (also F#)"
324.21967,0.14023,0.082,0.712,"E (also D#, F♭)"
324.21967,0.14023,0.082,1.0,"F (also E♯, G#)"
324.21967,0.14023,0.082,0.721,"F♯, G♭ (also E#)"
324.21967,0.14023,0.082,0.79,"G (also F#, A#)"
324.21967,0.14023,0.082,0.984,"G♯, A♭"
324.21967,0.14023,0.082,0.592,"A (also G#, B#)"
324.21967,0.14023,0.082,0.335,"A♯, B♭ (also C#)"
324.21967,0.14023,0.082,0.703,"B (also A#, C♭)"
324.35992,0.53347,0.223,0.24,"C (also B♯, D#)"
324.35992,0.53347,0.223,0.062,"C♯, D♭ (also B#)"
324.35992,0.53347,0.223,0.087,"D (also C#, E#)"
324.35992,0.53347,0.223,0.048,"D♯, E♭ (also F#)"
324.35992,0.53347,0.223,0.089,"E (also D#, F♭)"
324.35992,0.53347,0.223,1.0,"F (also E♯, G#)"
324.35992,0.53347,0.223,0.18,"F♯, G♭ (also E#)"
324.35992,0.53347,0.223,0.071,"G (also F#, A#)"
324.35992,0.53347,0.223,0.061,"G♯, A♭"
324.35992,0.53347,0.223,0.071,"A (also G#, B#)"
324.35992,0.53347,0.223,0.045,"A♯, B♭ (also C#)"
324.35992,0.53347,0.223,0.06,"B (also A#, C♭)"
324.89337,0.42408,0.495,1.0,"C (also B♯, D#)"
324.89337,0.42408,0.495,0.234,"C♯, D♭ (also B#)"
324.89337,0.42408,0.495,0.279,"D (also C#, E#)"
324.89337,0.42408,0.495,0.161,"D♯, E♭ (also F#)"
324.89337,0.42408,0.495,0.232,"E (also D#, F♭)"
324.89337,0.42408,0.495,0.759,"F (also E♯, G#)"
324.89337,0.42408,0.495,0.262,"F♯, G♭ (also E#)"
324.89337,0.42408,0.495,0.181,"G (also F#, A#)"
324.89337,0.42408,0.495,0.183,"G♯, A♭"
324.89337,0.42408,0.495,0.278,"A (also G#, B#)"
324.89337,0.42408,0.495,0.155,"A♯, B♭ (also C#)"
324.89337,0.42408,0.495,0.179,"B (also A#, C♭)"
325.31747,0.48172,0.723,1.0,"C (also B♯, D#)"
325.31747,0.48172,0.723,0.165,"C♯, D♭ (also B#)"
325.31747,0.48172,0.723,0.139,"D (also C#, E#)"
325.31747,0.48172,0.723,0.088,"D♯, E♭ (also F#)"
325.31747,0.48172,0.723,0.195,"E (also D#, F♭)"
325.31747,0.48172,0.723,0.116,"F (also E♯, G#)"
325.31747,0.48172,0.723,0.101,"F♯, G♭ (also E#)"
325.31747,0.48172,0.723,0.18,"G (also F#, A#)"
325.31747,0.48172,0.723,0.153,"G♯, A♭"
325.31747,0.48172,0.723,0.129,"A (also G#, B#)"
325.31747,0.48172,0.723,0.146,"A♯, B♭ (also C#)"
325.31747,0.48172,0.723,0.26,"B (also A#, C♭)"
325.7992,0.56893,0.264,1.0,"C (also B♯, D#)"
325.7992,0.56893,0.264,0.165,"C♯, D♭ (also B#)"
325.7992,0.56893,0.264,0.055,"D (also C#, E#)"
325.7992,0.56893,0.264,0.037,"D♯, E♭ (also F#)"
325.7992,0.56893,0.264,0.115,"E (also D#, F♭)"
325.7992,0.56893,0.264,0.036,"F (also E♯, G#)"
325.7992,0.56893,0.264,0.033,"F♯, G♭ (also E#)"
325.7992,0.56893,0.264,0.243,"G (also F#, A#)"
325.7992,0.56893,0.264,0.072,"G♯, A♭"
325.7992,0.56893,0.264,0.044,"A (also G#, B#)"
325.7992,0.56893,0.264,0.103,"A♯, B♭ (also C#)"
325.7992,0.56893,0.264,0.062,"B (also A#, C♭)"
326.36813,0.15061,0.451,1.0,"C (also B♯, D#)"
326.36813,0.15061,0.451,0.893,"C♯, D♭ (also B#)"
326.36813,0.15061,0.451,0.236,"D (also C#, E#)"
326.36813,0.15061,0.451,0.195,"D♯, E♭ (also F#)"
326.36813,0.15061,0.451,0.251,"E (also D#, F♭)"
326.36813,0.15061,0.451,0.315,"F (also E♯, G#)"
326.36813,0.15061,0.451,0.264,"F♯, G♭ (also E#)"
326.36813,0.15061,0.451,0.257,"G (also F#, A#)"
326.36813,0.15061,0.451,0.299,"G♯, A♭"
326.36813,0.15061,0.451,0.253,"A (also G#, B#)"
326.36813,0.15061,0.451,0.367,"A♯, B♭ (also C#)"
326.36813,0.15061,0.451,0.151,"B (also A#, C♭)"
326.51874,0.29624,0.057,1.0,"C (also B♯, D#)"
326.51874,0.29624,0.057,0.27,"C♯, D♭ (also B#)"
326.51874,0.29624,0.057,0.238,"D (also C#, E#)"
326.51874,0.29624,0.057,0.192,"D♯, E♭ (also F#)"
326.51874,0.29624,0.057,0.166,"E (also D#, F♭)"
326.51874,0.29624,0.057,0.175,"F (also E♯, G#)"
326.51874,0.29624,0.057,0.243,"F♯, G♭ (also E#)"
326.51874,0.29624,0.057,0.864,"G (also F#, A#)"
326.51874,0.29624,0.057,0.141,"G♯, A♭"
326.51874,0.29624,0.057,0.064,"A (also G#, B#)"
326.51874,0.29624,0.057,0.069,"A♯, B♭ (also C#)"
326.51874,0.29624,0.057,0.331,"B (also A#, C♭)"
326.81497,0.66753,0.152,1.0,"C (also B♯, D#)"
326.81497,0.66753,0.152,0.423,"C♯, D♭ (also B#)"
326.81497,0.66753,0.152,0.31,"D (also C#, E#)"
326.81497,0.66753,0.152,0.287,"D♯, E♭ (also F#)"
326.81497,0.66753,0.152,0.278,"E (also D#, F♭)"
326.81497,0.66753,0.152,0.261,"F (also E♯, G#)"
326.81497,0.66753,0.152,0.238,"F♯, G♭ (also E#)"
326.81497,0.66753,0.152,0.362,"G (also F#, A#)"
326.81497,0.66753,0.152,0.303,"G♯, A♭"
326.81497,0.66753,0.152,0.215,"A (also G#, B#)"
326.81497,0.66753,0.152,0.126,"A♯, B♭ (also C#)"
326.81497,0.66753,0.152,0.302,"B (also A#, C♭)"
327.48248,0.27868,0.21,0.217,"C (also B♯, D#)"
327.48248,0.27868,0.21,0.284,"C♯, D♭ (also B#)"
327.48248,0.27868,0.21,0.332,"D (also C#, E#)"
327.48248,0.27868,0.21,1.0,"D♯, E♭ (also F#)"
327.48248,0.27868,0.21,0.268,"E (also D#, F♭)"
327.48248,0.27868,0.21,0.156,"F (also E♯, G#)"
327.48248,0.27868,0.21,0.094,"F♯, G♭ (also E#)"
327.48248,0.27868,0.21,0.098,"G (also F#, A#)"
327.48248,0.27868,0.21,0.119,"G♯, A♭"
327.48248,0.27868,0.21,0.112,"A (also G#, B#)"
327.48248,0.27868,0.21,0.228,"A♯, B♭ (also C#)"
327.48248,0.27868,0.21,0.235,"B (also A#, C♭)"
327.76117,0.15147,0.167,0.699,"C (also B♯, D#)"
327.76117,0.15147,0.167,0.708,"C♯, D♭ (also B#)"
327.76117,0.15147,0.167,0.252,"D (also C#, E#)"
327.76117,0.15147,0.167,0.143,"D♯, E♭ (also F#)"
327.76117,0.15147,0.167,0.244,"E (also D#, F♭)"
327.76117,0.15147,0.167,0.877,"F (also E♯, G#)"
327.76117,0.15147,0.167,0.253,"F♯, G♭ (also E#)"
327.76117,0.15147,0.167,0.175,"G (also F#, A#)"
327.76117,0.15147,0.167,0.773,"G♯, A♭"
327.76117,0.15147,0.167,0.736,"A (also G#, B#)"
327.76117,0.15147,0.167,1.0,"A♯, B♭ (also C#)"
327.76117,0.15147,0.167,0.446,"B (also A#, C♭)"
327.91266,0.12726,0.203,0.771,"C (also B♯, D#)"
327.91266,0.12726,0.203,0.599,"C♯, D♭ (also B#)"
327.91266,0.12726,0.203,0.258,"D (also C#, E#)"
327.91266,0.12726,0.203,0.242,"D♯, E♭ (also F#)"
327.91266,0.12726,0.203,0.262,"E (also D#, F♭)"
327.91266,0.12726,0.203,0.746,"F (also E♯, G#)"
327.91266,0.12726,0.203,0.32,"F♯, G♭ (also E#)"
327.91266,0.12726,0.203,0.453,"G (also F#, A#)"
327.91266,0.12726,0.203,1.0,"G♯, A♭"
327.91266,0.12726,0.203,0.703,"A (also G#, B#)"
327.91266,0.12726,0.203,0.707,"A♯, B♭ (also C#)"
327.91266,0.12726,0.203,0.381,"B (also A#, C♭)"
328.03992,0.13347,0.239,0.559,"C (also B♯, D#)"
328.03992,0.13347,0.239,0.247,"C♯, D♭ (also B#)"
328.03992,0.13347,0.239,0.162,"D (also C#, E#)"
328.03992,0.13347,0.239,0.122,"D♯, E♭ (also F#)"
328.03992,0.13347,0.239,0.2,"E (also D#, F♭)"
328.03992,0.13347,0.239,0.366,"F (also E♯, G#)"
328.03992,0.13347,0.239,0.293,"F♯, G♭ (also E#)"
328.03992,0.13347,0.239,0.32,"G (also F#, A#)"
328.03992,0.13347,0.239,0.822,"G♯, A♭"
328.03992,0.13347,0.239,0.87,"A (also G#, B#)"
328.03992,0.13347,0.239,1.0,"A♯, B♭ (also C#)"
328.03992,0.13347,0.239,0.353,"B (also A#, C♭)"
328.17337,0.22649,0.215,0.502,"C (also B♯, D#)"
328.17337,0.22649,0.215,0.441,"C♯, D♭ (also B#)"
328.17337,0.22649,0.215,0.561,"D (also C#, E#)"
328.17337,0.22649,0.215,0.206,"D♯, E♭ (also F#)"
328.17337,0.22649,0.215,0.483,"E (also D#, F♭)"
328.17337,0.22649,0.215,0.238,"F (also E♯, G#)"
328.17337,0.22649,0.215,0.242,"F♯, G♭ (also E#)"
328.17337,0.22649,0.215,0.424,"G (also F#, A#)"
328.17337,0.22649,0.215,0.669,"G♯, A♭"
328.17337,0.22649,0.215,1.0,"A (also G#, B#)"
328.17337,0.22649,0.215,0.51,"A♯, B♭ (also C#)"
328.17337,0.22649,0.215,0.309,"B (also A#, C♭)"
328.39987,2.03161,0.255,0.962,"C (also B♯, D#)"
328.39987,2.03161,0.255,0.452,"C♯, D♭ (also B#)"
328.39987,2.03161,0.255,0.37,"D (also C#, E#)"
328.39987,2.03161,0.255,0.232,"D♯, E♭ (also F#)"
328.39987,2.03161,0.255,0.375,"E (also D#, F♭)"
328.39987,2.03161,0.255,1.0,"F (also E♯, G#)"
328.39987,2.03161,0.255,0.608,"F♯, G♭ (also E#)"
328.39987,2.03161,0.255,0.419,"G (also F#, A#)"
328.39987,2.03161,0.255,0.319,"G♯, A♭"
328.39987,2.03161,0.255,0.262,"A (also G#, B#)"
328.39987,2.03161,0.255,0.326,"A♯, B♭ (also C#)"
328.39987,2.03161,0.255,0.569,"B (also A#, C♭)"
330.43146,1.14939,0.502,1.0,"C (also B♯, D#)"
330.43146,1.14939,0.502,0.501,"C♯, D♭ (also B#)"
330.43146,1.14939,0.502,0.459,"D (also C#, E#)"
330.43146,1.14939,0.502,0.374,"D♯, E♭ (also F#)"
330.43146,1.14939,0.502,0.261,"E (also D#, F♭)"
330.43146,1.14939,0.502,0.297,"F (also E♯, G#)"
330.43146,1.14939,0.502,0.407,"F♯, G♭ (also E#)"
330.43146,1.14939,0.502,0.554,"G (also F#, A#)"
330.43146,1.14939,0.502,0.378,"G♯, A♭"
330.43146,1.14939,0.502,0.313,"A (also G#, B#)"
330.43146,1.14939,0.502,0.241,"A♯, B♭ (also C#)"
330.43146,1.14939,0.502,0.321,"B (also A#, C♭)"
331.58087,0.37755,0.019,0.357,"C (also B♯, D#)"
331.58087,0.37755,0.019,0.561,"C♯, D♭ (also B#)"
331.58087,0.37755,0.019,0.682,"D (also C#, E#)"
331.58087,0.37755,0.019,0.542,"D♯, E♭ (also F#)"
331.58087,0.37755,0.019,0.423,"E (also D#, F♭)"
331.58087,0.37755,0.019,1.0,"F (also E♯, G#)"
331.58087,0.37755,0.019,0.426,"F♯, G♭ (also E#)"
331.58087,0.37755,0.019,0.302,"G (also F#, A#)"
331.58087,0.37755,0.019,0.356,"G♯, A♭"
331.58087,0.37755,0.019,0.184,"A (also G#, B#)"
331.58087,0.37755,0.019,0.25,"A♯, B♭ (also C#)"
331.58087,0.37755,0.019,0.268,"B (also A#, C♭)"
331.9584,0.24912,0.293,0.377,"C (also B♯, D#)"
331.9584,0.24912,0.293,0.475,"C♯, D♭ (also B#)"
331.9584,0.24912,0.293,0.907,"D (also C#, E#)"
331.9584,0.24912,0.293,1.0,"D♯, E♭ (also F#)"
331.9584,0.24912,0.293,0.812,"E (also D#, F♭)"
331.9584,0.24912,0.293,0.352,"F (also E♯, G#)"
331.9584,0.24912,0.293,0.324,"F♯, G♭ (also E#)"
331.9584,0.24912,0.293,0.3,"G (also F#, A#)"
331.9584,0.24912,0.293,0.515,"G♯, A♭"
331.9584,0.24912,0.293,0.636,"A (also G#, B#)"
331.9584,0.24912,0.293,0.799,"A♯, B♭ (also C#)"
331.9584,0.24912,0.293,0.457,"B (also A#, C♭)"
332.20752,0.39497,0.113,0.198,"C (also B♯, D#)"
332.20752,0.39497,0.113,0.231,"C♯, D♭ (also B#)"
332.20752,0.39497,0.113,0.27,"D (also C#, E#)"
332.20752,0.39497,0.113,0.233,"D♯, E♭ (also F#)"
332.20752,0.39497,0.113,0.2,"E (also D#, F♭)"
332.20752,0.39497,0.113,0.495,"F (also E♯, G#)"
332.20752,0.39497,0.113,0.255,"F♯, G♭ (also E#)"
332.20752,0.39497,0.113,0.225,"G (also F#, A#)"
332.20752,0.39497,0.113,0.314,"G♯, A♭"
332.20752,0.39497,0.113,0.422,"A (also G#, B#)"
332.20752,0.39497,0.113,1.0,"A♯, B♭ (also C#)"
332.20752,0.39497,0.113,0.393,"B (also A#, C♭)"
332.60248,0.30218,0.063,0.776,"C (also B♯, D#)"
332.60248,0.30218,0.063,0.812,"C♯, D♭ (also B#)"
332.60248,0.30218,0.063,0.635,"D (also C#, E#)"
332.60248,0.30218,0.063,0.488,"D♯, E♭ (also F#)"
332.60248,0.30218,0.063,0.405,"E (also D#, F♭)"
332.60248,0.30218,0.063,1.0,"F (also E♯, G#)"
332.60248,0.30218,0.063,0.349,"F♯, G♭ (also E#)"
332.60248,0.30218,0.063,0.281,"G (also F#, A#)"
332.60248,0.30218,0.063,0.348,"G♯, A♭"
332.60248,0.30218,0.063,0.193,"A (also G#, B#)"
332.60248,0.30218,0.063,0.31,"A♯, B♭ (also C#)"
332.60248,0.30218,0.063,0.334,"B (also A#, C♭)"
332.90466,0.50444,0.06,0.463,"C (also B♯, D#)"
332.90466,0.50444,0.06,0.053,"C♯, D♭ (also B#)"
332.90466,0.50444,0.06,0.055,"D (also C#, E#)"
332.90466,0.50444,0.06,0.054,"D♯, E♭ (also F#)"
332.90466,0.50444,0.06,0.099,"E (also D#, F♭)"
332.90466,0.50444,0.06,1.0,"F (also E♯, G#)"
332.90466,0.50444,0.06,0.162,"F♯, G♭ (also E#)"
332.90466,0.50444,0.06,0.062,"G (also F#, A#)"
332.90466,0.50444,0.06,0.066,"G♯, A♭"
332.90466,0.50444,0.06,0.13,"A (also G#, B#)"
332.90466,0.50444,0.06,0.147,"A♯, B♭ (also C#)"
332.90466,0.50444,0.06,0.047,"B (also A#, C♭)"
333.40912,0.38376,0.049,0.611,"C (also B♯, D#)"
333.40912,0.38376,0.049,0.625,"C♯, D♭ (also B#)"
333.40912,0.38376,0.049,0.673,"D (also C#, E#)"
333.40912,0.38376,0.049,0.659,"D♯, E♭ (also F#)"
333.40912,0.38376,0.049,0.721,"E (also D#, F♭)"
333.40912,0.38376,0.049,1.0,"F (also E♯, G#)"
333.40912,0.38376,0.049,0.31,"F♯, G♭ (also E#)"
333.40912,0.38376,0.049,0.272,"G (also F#, A#)"
333.40912,0.38376,0.049,0.28,"G♯, A♭"
333.40912,0.38376,0.049,0.236,"A (also G#, B#)"
333.40912,0.38376,0.049,0.282,"A♯, B♭ (also C#)"
333.40912,0.38376,0.049,0.557,"B (also A#, C♭)"
333.79288,0.13955,0.142,0.553,"C (also B♯, D#)"
333.79288,0.13955,0.142,0.634,"C♯, D♭ (also B#)"
333.79288,0.13955,0.142,0.47,"D (also C#, E#)"
333.79288,0.13955,0.142,0.415,"D♯, E♭ (also F#)"
333.79288,0.13955,0.142,0.365,"E (also D#, F♭)"
333.79288,0.13955,0.142,1.0,"F (also E♯, G#)"
333.79288,0.13955,0.142,0.297,"F♯, G♭ (also E#)"
333.79288,0.13955,0.142,0.147,"G (also F#, A#)"
333.79288,0.13955,0.142,0.231,"G♯, A♭"
333.79288,0.13955,0.142,0.295,"A (also G#, B#)"
333.79288,0.13955,0.142,0.467,"A♯, B♭ (also C#)"
333.79288,0.13955,0.142,0.119,"B (also A#, C♭)"
333.93243,0.80653,0.227,0.473,"C (also B♯, D#)"
333.93243,0.80653,0.227,0.269,"C♯, D♭ (also B#)"
333.93243,0.80653,0.227,0.752,"D (also C#, E#)"
333.93243,0.80653,0.227,0.4,"D♯, E♭ (also F#)"
333.93243,0.80653,0.227,0.735,"E (also D#, F♭)"
333.93243,0.80653,0.227,1.0,"F (also E♯, G#)"
333.93243,0.80653,0.227,0.3,"F♯, G♭ (also E#)"
333.93243,0.80653,0.227,0.246,"G (also F#, A#)"
333.93243,0.80653,0.227,0.415,"G♯, A♭"
333.93243,0.80653,0.227,0.855,"A (also G#, B#)"
333.93243,0.80653,0.227,0.68,"A♯, B♭ (also C#)"
333.93243,0.80653,0.227,0.309,"B (also A#, C♭)"
334.73895,0.44762,0.396,1.0,"C (also B♯, D#)"
334.73895,0.44762,0.396,0.303,"C♯, D♭ (also B#)"
334.73895,0.44762,0.396,0.176,"D (also C#, E#)"
334.73895,0.44762,0.396,0.134,"D♯, E♭ (also F#)"
334.73895,0.44762,0.396,0.167,"E (also D#, F♭)"
334.73895,0.44762,0.396,0.113,"F (also E♯, G#)"
334.73895,0.44762,0.396,0.218,"F♯, G♭ (also E#)"
334.73895,0.44762,0.396,0.472,"G (also F#, A#)"
334.73895,0.44762,0.396,0.216,"G♯, A♭"
334.73895,0.44762,0.396,0.19,"A (also G#, B#)"
334.73895,0.44762,0.396,0.184,"A♯, B♭ (also C#)"
334.73895,0.44762,0.396,0.217,"B (also A#, C♭)"
335.18658,0.4985,0.243,0.311,"C (also B♯, D#)"
335.18658,0.4985,0.243,0.266,"C♯, D♭ (also B#)"
335.18658,0.4985,0.243,0.35,"D (also C#, E#)"
335.18658,0.4985,0.243,1.0,"D♯, E♭ (also F#)"
335.18658,0.4985,0.243,0.305,"E (also D#, F♭)"
335.18658,0.4985,0.243,0.192,"F (also E♯, G#)"
335.18658,0.4985,0.243,0.173,"F♯, G♭ (also E#)"
335.18658,0.4985,0.243,0.162,"G (also F#, A#)"
335.18658,0.4985,0.243,0.144,"G♯, A♭"
335.18658,0.4985,0.243,0.108,"A (also G#, B#)"
335.18658,0.4985,0.243,0.211,"A♯, B♭ (also C#)"
335.18658,0.4985,0.243,0.217,"B (also A#, C♭)"
335.6851,0.57483,0.147,0.243,"C (also B♯, D#)"
335.6851,0.57483,0.147,0.203,"C♯, D♭ (also B#)"
335.6851,0.57483,0.147,1.0,"D (also C#, E#)"
335.6851,0.57483,0.147,0.264,"D♯, E♭ (also F#)"
335.6851,0.57483,0.147,0.208,"E (also D#, F♭)"
335.6851,0.57483,0.147,0.264,"F (also E♯, G#)"
335.6851,0.57483,0.147,0.106,"F♯, G♭ (also E#)"
335.6851,0.57483,0.147,0.131,"G (also F#, A#)"
335.6851,0.57483,0.147,0.19,"G♯, A♭"
335.6851,0.57483,0.147,0.208,"A (also G#, B#)"
335.6851,0.57483,0.147,0.374,"A♯, B♭ (also C#)"
335.6851,0.57483,0.147,0.155,"B (also A#, C♭)"
336.25992,0.17388,0.101,0.753,"C (also B♯, D#)"
336.25992,0.17388,0.101,0.093,"C♯, D♭ (also B#)"
336.25992,0.17388,0.101,0.111,"D (also C#, E#)"
336.25992,0.17388,0.101,0.084,"D♯, E♭ (also F#)"
336.25992,0.17388,0.101,0.09,"E (also D#, F♭)"
336.25992,0.17388,0.101,0.414,"F (also E♯, G#)"
336.25992,0.17388,0.101,0.113,"F♯, G♭ (also E#)"
336.25992,0.17388,0.101,0.074,"G (also F#, A#)"
336.25992,0.17388,0.101,0.446,"G♯, A♭"
336.25992,0.17388,0.101,0.502,"A (also G#, B#)"
336.25992,0.17388,0.101,1.0,"A♯, B♭ (also C#)"
336.25992,0.17388,0.101,0.258,"B (also A#, C♭)"
336.43378,0.35429,0.307,1.0,"C (also B♯, D#)"
336.43378,0.35429,0.307,0.774,"C♯, D♭ (also B#)"
336.43378,0.35429,0.307,0.731,"D (also C#, E#)"
336.43378,0.35429,0.307,0.763,"D♯, E♭ (also F#)"
336.43378,0.35429,0.307,0.399,"E (also D#, F♭)"
336.43378,0.35429,0.307,0.603,"F (also E♯, G#)"
336.43378,0.35429,0.307,0.382,"F♯, G♭ (also E#)"
336.43378,0.35429,0.307,0.231,"G (also F#, A#)"
336.43378,0.35429,0.307,0.25,"G♯, A♭"
336.43378,0.35429,0.307,0.146,"A (also G#, B#)"
336.43378,0.35429,0.307,0.144,"A♯, B♭ (also C#)"
336.43378,0.35429,0.307,0.438,"B (also A#, C♭)"
336.78806,0.23215,0.336,1.0,"C (also B♯, D#)"
336.78806,0.23215,0.336,0.472,"C♯, D♭ (also B#)"
336.78806,0.23215,0.336,0.292,"D (also C#, E#)"
336.78806,0.23215,0.336,0.235,"D♯, E♭ (also F#)"
336.78806,0.23215,0.336,0.186,"E (also D#, F♭)"
336.78806,0.23215,0.336,0.483,"F (also E♯, G#)"
336.78806,0.23215,0.336,0.231,"F♯, G♭ (also E#)"
336.78806,0.23215,0.336,0.09,"G (also F#, A#)"
336.78806,0.23215,0.336,0.096,"G♯, A♭"
336.78806,0.23215,0.336,0.116,"A (also G#, B#)"
336.78806,0.23215,0.336,0.064,"A♯, B♭ (also C#)"
336.78806,0.23215,0.336,0.275,"B (also A#, C♭)"
337.02023,0.23202,0.047,0.691,"C (also B♯, D#)"
337.02023,0.23202,0.047,0.176,"C♯, D♭ (also B#)"
337.02023,0.23202,0.047,0.146,"D (also C#, E#)"
337.02023,0.23202,0.047,0.203,"D♯, E♭ (also F#)"
337.02023,0.23202,0.047,0.228,"E (also D#, F♭)"
337.02023,0.23202,0.047,1.0,"F (also E♯, G#)"
337.02023,0.23202,0.047,0.353,"F♯, G♭ (also E#)"
337.02023,0.23202,0.047,0.162,"G (also F#, A#)"
337.02023,0.23202,0.047,0.152,"G♯, A♭"
337.02023,0.23202,0.047,0.14,"A (also G#, B#)"
337.02023,0.23202,0.047,0.092,"A♯, B♭ (also C#)"
337.02023,0.23202,0.047,0.152,"B (also A#, C♭)"
337.25223,0.17424,0.09,1.0,"C (also B♯, D#)"
337.25223,0.17424,0.09,0.283,"C♯, D♭ (also B#)"
337.25223,0.17424,0.09,0.244,"D (also C#, E#)"
337.25223,0.17424,0.09,0.252,"D♯, E♭ (also F#)"
337.25223,0.17424,0.09,0.523,"E (also D#, F♭)"
